"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME","DIV_AIRPORT_LANDINGS","DIV_REACHED_DEST","DIV_ACTUAL_ELAPSED_TIME","DIV_ARR_DELAY","DIV_DISTANCE","DIV1_AIRPORT","DIV1_AIRPORT_ID","DIV1_AIRPORT_SEQ_ID","DIV1_WHEELS_ON","DIV1_TOTAL_GTIME","DIV1_LONGEST_GTIME","DIV1_WHEELS_OFF","DIV1_TAIL_NUM","DIV2_AIRPORT","DIV2_AIRPORT_ID","DIV2_AIRPORT_SEQ_ID","DIV2_WHEELS_ON","DIV2_TOTAL_GTIME","DIV2_LONGEST_GTIME","DIV2_WHEELS_OFF","DIV2_TAIL_NUM","DIV3_AIRPORT","DIV3_AIRPORT_ID","DIV3_AIRPORT_SEQ_ID","DIV3_WHEELS_ON","DIV3_TOTAL_GTIME","DIV3_LONGEST_GTIME","DIV3_WHEELS_OFF","DIV3_TAIL_NUM","DIV4_AIRPORT","DIV4_AIRPORT_ID","DIV4_AIRPORT_SEQ_ID","DIV4_WHEELS_ON","DIV4_TOTAL_GTIME","DIV4_LONGEST_GTIME","DIV4_WHEELS_OFF","DIV4_TAIL_NUM","DIV5_AIRPORT","DIV5_AIRPORT_ID","DIV5_AIRPORT_SEQ_ID","DIV5_WHEELS_ON","DIV5_TOTAL_GTIME","DIV5_LONGEST_GTIME","DIV5_WHEELS_OFF","DIV5_TAIL_NUM"
1989,4,11,2,4,1989-11-02,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1154,-3.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,354.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,3,5,1989-11-03,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1135,-22.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,335.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,4,6,1989-11-04,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0857,-3.00,0.00,0.00,-1,0900-0959,,,,,1157,1151,-6.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,354.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,5,7,1989-11-05,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1155,-2.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,355.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,7,2,1989-11-07,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0858,-2.00,0.00,0.00,-1,0900-0959,,,,,1157,1145,-12.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,347.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,8,3,1989-11-08,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1134,-23.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,334.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,9,4,1989-11-09,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0901,1.00,1.00,0.00,0,0900-0959,,,,,1157,1134,-23.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,333.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,10,5,1989-11-10,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1134,-23.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,334.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,11,6,1989-11-11,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0858,-2.00,0.00,0.00,-1,0900-0959,,,,,1157,1145,-12.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,347.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,12,7,1989-11-12,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0857,-3.00,0.00,0.00,-1,0900-0959,,,,,1157,1139,-18.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,342.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,13,1,1989-11-13,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0859,-1.00,0.00,0.00,-1,0900-0959,,,,,1157,1136,-21.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,337.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,14,2,1989-11-14,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1138,-19.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,338.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,15,3,1989-11-15,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1131,-26.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,331.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,16,4,1989-11-16,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0902,2.00,2.00,0.00,0,0900-0959,,,,,1157,1150,-7.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,348.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,17,5,1989-11-17,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0857,-3.00,0.00,0.00,-1,0900-0959,,,,,1157,1142,-15.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,345.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,18,6,1989-11-18,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0901,1.00,1.00,0.00,0,0900-0959,,,,,1157,1129,-28.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,328.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,19,7,1989-11-19,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1113,-44.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,313.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,20,1,1989-11-20,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0901,1.00,1.00,0.00,0,0900-0959,,,,,1157,1140,-17.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,339.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,21,2,1989-11-21,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0901,1.00,1.00,0.00,0,0900-0959,,,,,1157,1229,32.00,32.00,1.00,2,1100-1159,0.00,,0.00,357.00,388.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,22,3,1989-11-22,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0859,-1.00,0.00,0.00,-1,0900-0959,,,,,1157,1208,11.00,11.00,0.00,0,1100-1159,0.00,,0.00,357.00,369.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,23,4,1989-11-23,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,1014,74.00,74.00,1.00,4,0900-0959,,,,,1157,1332,95.00,95.00,1.00,6,1100-1159,0.00,,0.00,357.00,378.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,24,5,1989-11-24,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0859,-1.00,0.00,0.00,-1,0900-0959,,,,,1157,1155,-2.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,356.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,25,6,1989-11-25,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0858,-2.00,0.00,0.00,-1,0900-0959,,,,,1157,,,,,,1100-1159,0.00,,1.00,357.00,,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,26,7,1989-11-26,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0906,6.00,6.00,0.00,0,0900-0959,,,,,1157,1223,26.00,26.00,1.00,1,1100-1159,0.00,,0.00,357.00,377.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,27,1,1989-11-27,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0904,4.00,4.00,0.00,0,0900-0959,,,,,1157,1215,18.00,18.00,1.00,1,1100-1159,0.00,,0.00,357.00,371.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,28,2,1989-11-28,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0907,7.00,7.00,0.00,0,0900-0959,,,,,1157,1213,16.00,16.00,1.00,1,1100-1159,0.00,,0.00,357.00,366.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,29,3,1989-11-29,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0900,0.00,0.00,0.00,0,0900-0959,,,,,1157,1142,-15.00,0.00,0.00,-1,1100-1159,0.00,,0.00,357.00,342.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,30,4,1989-11-30,AA,19805,AA,,1,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,0900,0859,-1.00,0.00,0.00,-1,0900-0959,,,,,1157,1134,-23.00,0.00,0.00,-2,1100-1159,0.00,,0.00,357.00,335.00,,1.00,2475.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,1,3,1989-11-01,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1313,13.00,13.00,0.00,0,1300-1359,,,,,1634,1632,-2.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,319.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,2,4,1989-11-02,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1303,3.00,3.00,0.00,0,1300-1359,,,,,1634,1626,-8.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,323.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,3,5,1989-11-03,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1307,7.00,7.00,0.00,0,1300-1359,,,,,1634,1610,-24.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,303.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,4,6,1989-11-04,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1309,9.00,9.00,0.00,0,1300-1359,,,,,1634,1611,-23.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,302.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,5,7,1989-11-05,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1615,-19.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,315.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,6,1,1989-11-06,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1304,4.00,4.00,0.00,0,1300-1359,,,,,1634,1619,-15.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,315.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,7,2,1989-11-07,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1301,1.00,1.00,0.00,0,1300-1359,,,,,1634,1615,-19.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,314.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,9,4,1989-11-09,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1304,4.00,4.00,0.00,0,1300-1359,,,,,1634,1623,-11.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,319.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,10,5,1989-11-10,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1259,-1.00,0.00,0.00,-1,1300-1359,,,,,1634,1620,-14.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,321.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,11,6,1989-11-11,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1636,2.00,2.00,0.00,0,1600-1659,0.00,,0.00,334.00,336.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,12,7,1989-11-12,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1259,-1.00,0.00,0.00,-1,1300-1359,,,,,1634,1628,-6.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,329.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,13,1,1989-11-13,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1258,-2.00,0.00,0.00,-1,1300-1359,,,,,1634,1646,12.00,12.00,0.00,0,1600-1659,0.00,,0.00,334.00,348.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,14,2,1989-11-14,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1617,-17.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,317.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,16,4,1989-11-16,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1349,49.00,49.00,1.00,3,1300-1359,,,,,1634,1648,14.00,14.00,0.00,0,1600-1659,0.00,,0.00,334.00,299.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,17,5,1989-11-17,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1309,9.00,9.00,0.00,0,1300-1359,,,,,1634,1628,-6.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,319.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,18,6,1989-11-18,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1302,2.00,2.00,0.00,0,1300-1359,,,,,1634,1707,33.00,33.00,1.00,2,1600-1659,0.00,,0.00,334.00,365.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,19,7,1989-11-19,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1305,5.00,5.00,0.00,0,1300-1359,,,,,1634,1631,-3.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,326.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,20,1,1989-11-20,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1632,-2.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,332.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,21,2,1989-11-21,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1305,5.00,5.00,0.00,0,1300-1359,,,,,1634,1654,20.00,20.00,1.00,1,1600-1659,0.00,,0.00,334.00,349.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,22,3,1989-11-22,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1610,-24.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,310.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,23,4,1989-11-23,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1258,-2.00,0.00,0.00,-1,1300-1359,,,,,1634,1604,-30.00,0.00,0.00,-2,1600-1659,0.00,,0.00,334.00,306.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,24,5,1989-11-24,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1623,-11.00,0.00,0.00,-1,1600-1659,0.00,,0.00,334.00,323.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,25,6,1989-11-25,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1257,-3.00,0.00,0.00,-1,1300-1359,,,,,1634,1653,19.00,19.00,1.00,1,1600-1659,0.00,,0.00,334.00,356.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,11,26,7,1989-11-26,AA,19805,AA,,1,12892,1289201,32575,LAX,"Los Angeles, CA",CA,06,California,91,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1300,1300,0.00,0.00,0.00,0,1300-1359,,,,,1634,1643,9.00,9.00,0.00,0,1600-1659,0.00,,0.00,334.00,343.00,,1.00,2556.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
